ID,Edad,Ciudad,Puntaje,Ingreso
3136,28,Monterrey,96,44594
3137,19,CDMX,83,9085
3138,64,Puebla,98,43885
3139,61,Monterrey,72,22390
3140,61,Monterrey,87,29513
3141,26,Toluca,77,25694
3142,38,Puebla,62,46850
3143,41,Toluca,78,48451
3144,51,Toluca,57,19884
3145,39,Toluca,60,7876
3146,20,Guadalajara,96,31207
3147,29,Toluca,94,10556
3148,45,CDMX,67,25491
3149,47,Monterrey,99,43009
3150,43,Guadalajara,74,37225
3151,38,Toluca,98,43437
3152,45,Monterrey,71,10399
3153,43,Puebla,94,46701
3154,50,Puebla,84,18648
3155,38,Monterrey,78,35887
3156,52,CDMX,70,47936
3157,51,Monterrey,56,45263
3158,58,Monterrey,61,26804
3159,64,Guadalajara,85,35919
3160,35,Puebla,73,33147
3161,28,Puebla,81,24295
3162,40,Toluca,76,11897
3163,39,Monterrey,81,16276
3164,34,Monterrey,81,43253
3165,22,CDMX,81,10838
3166,61,Puebla,75,22157
3167,28,CDMX,60,7144
3168,47,Guadalajara,95,19406
3169,32,Toluca,67,46952
3170,44,CDMX,88,31414
3171,52,Puebla,54,43748
3172,50,Guadalajara,65,34483
3173,37,Monterrey,60,16513
3174,33,Guadalajara,84,49802
3175,51,CDMX,97,31451
3176,19,Puebla,60,45909
3177,52,CDMX,91,45963
3178,57,Monterrey,72,27672
3179,45,Monterrey,83,46124
3180,64,Puebla,97,17631
3181,56,Toluca,66,39665
3182,23,Guadalajara,59,37291
3183,26,Guadalajara,67,26817
3184,37,Monterrey,93,16432
3185,18,CDMX,57,23951
3186,25,CDMX,75,13130
3187,40,Toluca,52,49467
3188,20,CDMX,73,28136
3189,21,Guadalajara,52,7559
3190,42,CDMX,87,19744
3191,64,Toluca,51,36155
3192,55,Guadalajara,84,47298
3193,32,CDMX,66,26021
3194,38,Guadalajara,58,21996
3195,52,Monterrey,85,18187
3196,63,Monterrey,71,40902
3197,31,Monterrey,80,23006
3198,53,CDMX,83,21375
3199,29,Toluca,73,35158
3200,34,Guadalajara,58,8069
3201,56,Puebla,95,11486
3202,26,Monterrey,92,22639
3203,52,Monterrey,51,40428
3204,30,Puebla,70,33800
3205,32,Puebla,83,30618
3206,35,CDMX,76,42220
3207,50,Guadalajara,86,16869
3208,23,Monterrey,56,9176
3209,44,Toluca,71,41454
3210,40,CDMX,53,31480
3211,44,CDMX,63,36500
3212,51,Toluca,83,10237
3213,63,Toluca,72,31453
3214,55,Toluca,93,5790
3215,31,Puebla,91,46184
3216,53,Monterrey,74,19754
3217,25,Puebla,50,18067
3218,52,Monterrey,97,21609
3219,36,Puebla,64,32981
3220,47,Guadalajara,81,24563
3221,31,Monterrey,63,14003
3222,37,CDMX,90,32068
3223,42,Monterrey,70,9223
3224,57,Monterrey,96,28904
3225,41,Monterrey,56,41834
3226,31,Guadalajara,85,25746
3227,43,Puebla,70,36404
3228,55,CDMX,99,26407
3229,40,Puebla,89,25693
3230,39,Puebla,61,38014
3231,36,Toluca,64,27121
3232,63,Guadalajara,64,31403
3233,20,Toluca,66,16637
3234,59,Guadalajara,83,13612
3235,36,Puebla,93,35410
3236,26,Puebla,84,10160
3237,45,Guadalajara,88,39139
3238,37,Puebla,87,12728
3239,62,Puebla,63,9238
3240,24,CDMX,54,31764
3241,31,Toluca,79,23464
3242,26,Toluca,53,36943
3243,36,Toluca,64,35838
3244,64,Monterrey,88,10919
3245,31,CDMX,84,42092
3246,55,Toluca,94,12797
3247,53,Toluca,59,27467
3248,57,CDMX,51,28736
3249,34,Puebla,93,14021
3250,47,Toluca,73,8058
3251,26,Puebla,77,14041
3252,50,Toluca,71,43102
3253,42,Guadalajara,93,6153
3254,31,Monterrey,81,42708
3255,28,Toluca,80,17021
3256,52,Guadalajara,68,32258
3257,58,CDMX,70,40847
3258,31,Guadalajara,52,24359
3259,47,CDMX,55,31178
3260,58,Toluca,81,17914
3261,21,CDMX,51,12536
3262,21,Guadalajara,73,38748
3263,45,Monterrey,94,44448
3264,25,Puebla,76,15486
3265,19,Puebla,58,7384
3266,58,Monterrey,62,49312
3267,63,Puebla,63,46758
3268,39,Toluca,60,15787
3269,58,Toluca,63,39134
3270,33,Guadalajara,65,40706
3271,46,Guadalajara,59,22646
3272,47,CDMX,69,11187
3273,29,Guadalajara,65,13495
3274,52,Toluca,83,14885
3275,28,Guadalajara,65,23700
3276,63,Puebla,63,20018
3277,38,CDMX,77,35428
3278,38,CDMX,67,34071
3279,22,Toluca,75,36322
3280,37,Guadalajara,87,12114
3281,54,Puebla,56,11574
3282,20,Guadalajara,94,29996
3283,61,Monterrey,83,31754
3284,50,Guadalajara,96,43297
3285,26,Toluca,98,8809
3286,26,Guadalajara,94,22550
3287,21,CDMX,56,34249
3288,52,Puebla,82,46499
3289,34,Toluca,84,43099
3290,51,Monterrey,99,26413
3291,41,Puebla,88,9687
3292,49,Puebla,70,43125
3293,18,CDMX,98,26123
3294,25,CDMX,77,38095
3295,62,CDMX,81,32435
3296,40,Toluca,93,26622
3297,64,Guadalajara,65,15285
3298,57,Puebla,59,48091
3299,29,Guadalajara,72,29927
3300,29,Guadalajara,97,10291
3301,63,CDMX,99,46193
3302,64,Guadalajara,64,8122
3303,32,Puebla,92,9876
3304,58,Puebla,99,24112
3305,36,Monterrey,55,14124
3306,43,Toluca,82,6823
3307,46,Guadalajara,88,41841
3308,39,Toluca,61,15387
3309,57,Toluca,85,42163
3310,38,Toluca,80,43819
3311,55,Toluca,59,39244
3312,37,Puebla,83,23980
3313,46,Guadalajara,90,29224
3314,21,Monterrey,59,12121
3315,24,Toluca,60,7430
3316,45,Monterrey,63,12954
3317,45,Puebla,52,16881
3318,21,Puebla,82,21917
3319,39,CDMX,56,22640
3320,29,Toluca,53,17085
3321,62,CDMX,88,31259
3322,20,Monterrey,97,28097
3323,39,Guadalajara,59,7978
3324,61,CDMX,64,9332
3325,19,Puebla,65,25037
3326,41,Toluca,87,40781
3327,51,Monterrey,53,20089
3328,44,Puebla,53,28484
3329,58,Guadalajara,85,19008
3330,18,Toluca,76,23148
3331,25,Guadalajara,71,8830
3332,40,Guadalajara,71,7958
3333,55,Toluca,66,30998
3334,23,Toluca,94,6540
3335,39,Guadalajara,83,35677
3336,42,Monterrey,81,34101
3337,35,Toluca,55,46482
3338,34,Puebla,82,48967
3339,29,CDMX,57,12053
3340,23,Monterrey,99,10670
3341,43,Toluca,85,48458
3342,44,Toluca,54,15281
3343,25,Monterrey,54,23122
3344,36,CDMX,96,7533
3345,59,Guadalajara,59,15756
3346,18,Puebla,89,30074
3347,46,Toluca,56,23802
3348,62,CDMX,61,42844
3349,52,Puebla,79,32322
3350,57,Monterrey,74,22048
3351,31,Toluca,77,14876
3352,52,Guadalajara,92,42055
3353,62,Monterrey,62,20171
3354,37,Toluca,96,47204
3355,30,CDMX,98,10166
3356,55,Puebla,71,15366
3357,63,Puebla,67,25258
3358,25,Toluca,76,48734
3359,60,Monterrey,57,17983
3360,37,Guadalajara,55,30715
3361,50,CDMX,60,36085
3362,43,Toluca,78,32778
3363,56,CDMX,90,16390
3364,38,Puebla,54,25924
3365,59,Guadalajara,56,48004
3366,60,CDMX,71,45244
3367,58,Toluca,96,5707
3368,26,Guadalajara,53,46392
3369,41,Monterrey,81,30048
3370,54,Toluca,68,37815
3371,58,CDMX,94,39682
3372,34,Guadalajara,82,22489
3373,41,Toluca,50,21951
3374,38,Guadalajara,95,46439
3375,56,Guadalajara,90,16452
3376,58,Guadalajara,93,33635
3377,56,CDMX,99,37747
3378,30,Toluca,90,38796
3379,28,Puebla,57,32933
3380,63,Puebla,81,39581
3381,36,CDMX,79,43281
3382,28,CDMX,95,26187
3383,30,Guadalajara,77,27953
3384,63,Toluca,90,38818
3385,62,Toluca,81,29702
3386,18,Monterrey,74,11278
3387,57,Monterrey,83,49566
3388,61,Puebla,82,23036
3389,36,Monterrey,62,29583
3390,29,Monterrey,74,9708
3391,25,Puebla,91,14476
3392,25,Puebla,89,10318
3393,62,Monterrey,88,34269
3394,29,Toluca,93,43627
3395,50,Monterrey,98,29754
3396,62,Guadalajara,93,44361
3397,43,Guadalajara,97,24979
3398,56,Guadalajara,59,9910
3399,45,CDMX,80,41022
3400,22,Guadalajara,93,9453
3401,25,Toluca,60,26181
3402,42,CDMX,74,28365
3403,44,CDMX,95,31326
3404,63,Guadalajara,94,45705
3405,40,Monterrey,83,9177
3406,47,Puebla,69,8429
3407,62,Monterrey,56,37952
3408,64,Monterrey,82,40901
3409,40,CDMX,84,9978
3410,64,CDMX,78,46466
3411,37,CDMX,61,18773
3412,35,Toluca,54,11174
3413,35,Toluca,61,26796
3414,19,Puebla,78,16877
3415,21,CDMX,84,22722
3416,47,Guadalajara,69,27555
3417,50,CDMX,86,18562
3418,53,Toluca,50,11546
3419,35,CDMX,65,30258
3420,54,Toluca,79,16706
3421,36,CDMX,58,33943
3422,64,Guadalajara,91,27315
3423,45,Puebla,59,15352
3424,57,Guadalajara,62,39497
3425,37,Toluca,97,14609
3426,50,Monterrey,69,49974
3427,29,Guadalajara,78,37786
3428,32,CDMX,53,32228
3429,58,Puebla,95,13882
3430,56,CDMX,98,21268
3431,19,CDMX,77,10310
3432,46,Guadalajara,86,29463
3433,58,Puebla,62,16253
3434,27,Monterrey,52,25404
3435,19,CDMX,86,14827
3436,28,Puebla,97,15938
3437,30,Monterrey,68,38062
3438,27,CDMX,77,30154
3439,31,Puebla,68,12240
3440,35,Guadalajara,66,44612
3441,26,CDMX,67,6585
3442,56,CDMX,67,15541
3443,45,Puebla,72,10427
3444,20,CDMX,89,31747
3445,37,Monterrey,99,28196
3446,23,CDMX,58,20620
3447,44,Toluca,78,14033
3448,19,Monterrey,91,36070
3449,46,Puebla,78,17199
3450,55,Monterrey,51,17776
3451,20,Toluca,66,27727
3452,33,Toluca,94,7931
3453,47,CDMX,80,19843
3454,57,CDMX,77,10699
3455,19,Guadalajara,92,26224
3456,34,Monterrey,97,32321
3457,58,Guadalajara,88,12636
3458,29,Toluca,79,6860
3459,52,CDMX,84,19989
3460,60,CDMX,97,42135
3461,18,CDMX,69,39939
3462,62,Puebla,65,41062
3463,32,Toluca,83,18801
3464,43,CDMX,63,35398
3465,54,Toluca,75,9747
3466,38,CDMX,69,42160
3467,48,Monterrey,91,10238
3468,42,Toluca,73,7834
3469,40,Guadalajara,92,31230
3470,41,Puebla,67,12116
3471,55,Guadalajara,92,7928
3472,45,Toluca,58,33179
3473,38,CDMX,68,27134
3474,60,Toluca,69,44262
3475,35,Puebla,91,39440
3476,53,Toluca,79,13190
3477,52,CDMX,75,28828
3478,62,Guadalajara,80,9350
3479,26,Monterrey,84,39055
3480,55,Guadalajara,52,48686
3481,47,CDMX,89,21036
3482,61,CDMX,78,33700
3483,51,Puebla,55,11610
3484,49,Toluca,50,47018
3485,20,Toluca,73,34420
3486,20,Guadalajara,87,30177
3487,45,Monterrey,83,32850
3488,61,Monterrey,56,44651
3489,32,Puebla,60,16170
3490,58,CDMX,60,45812
3491,40,Puebla,85,46070
3492,57,Toluca,69,32147
3493,28,CDMX,65,40502
3494,49,Puebla,54,30406
3495,53,Guadalajara,73,6066
3496,50,Toluca,79,9970
3497,41,Monterrey,79,28350
3498,56,Puebla,88,34235
3499,51,Toluca,97,45562
3500,45,Toluca,96,9114
3501,54,Monterrey,86,33154
3502,24,Monterrey,82,43906
3503,21,Monterrey,69,33890
3504,54,Puebla,71,26245
3505,18,Monterrey,90,48038
3506,18,Guadalajara,70,48266
3507,64,Toluca,86,29226
3508,37,Monterrey,76,41183
3509,36,Toluca,87,17595
3510,46,CDMX,84,32718
3511,27,CDMX,87,44218
3512,35,Monterrey,89,30143
3513,45,Toluca,55,11164
3514,52,CDMX,81,37640
3515,60,Monterrey,65,12787
3516,64,Toluca,77,20924
3517,48,Monterrey,65,25449
3518,44,Toluca,76,5081
3519,28,CDMX,52,8005
3520,55,Monterrey,98,13408
3521,22,CDMX,70,5334
3522,25,Monterrey,87,16103
3523,51,Puebla,87,46712
3524,29,CDMX,79,49721
3525,55,CDMX,71,30169
3526,18,Guadalajara,68,35494
3527,48,CDMX,80,48711
3528,21,Toluca,69,28452
3529,62,Monterrey,96,31254
3530,22,Puebla,68,8897
3531,47,Toluca,51,9648
3532,41,Toluca,89,14674
3533,20,Toluca,88,22166
3534,28,Toluca,76,31710
3535,62,Puebla,57,24970
3536,21,Guadalajara,94,8794
3537,43,CDMX,76,34184
3538,44,Toluca,64,30559
3539,63,CDMX,61,20344
3540,60,CDMX,96,43365
3541,44,Toluca,63,36217
3542,59,Guadalajara,56,44818
3543,23,CDMX,66,10051
3544,32,Monterrey,75,22126
3545,47,CDMX,86,9544
3546,59,Toluca,69,17875
3547,54,Puebla,59,9355
3548,54,CDMX,68,24992
3549,59,Guadalajara,67,46053
3550,54,Monterrey,79,36074
3551,52,Monterrey,79,7516
3552,40,Puebla,74,27622
3553,23,Puebla,73,6479
3554,21,CDMX,59,22338
3555,35,Toluca,51,32007
3556,26,Guadalajara,87,45982
3557,46,Monterrey,81,26836
3558,30,Puebla,84,34246
3559,64,Guadalajara,86,7547
3560,34,Toluca,56,42691
3561,62,Monterrey,56,33130
3562,49,Monterrey,76,5459
3563,39,Toluca,59,7236
3564,21,Monterrey,82,25830
3565,22,Toluca,92,5580
3566,54,Monterrey,56,19439
3567,58,CDMX,55,9715
3568,30,Toluca,55,31107
3569,51,Guadalajara,62,30944
3570,62,CDMX,97,36764
3571,39,Guadalajara,62,48394
3572,40,Monterrey,51,32567
3573,20,Guadalajara,68,43665
3574,59,CDMX,68,37425
3575,51,Toluca,99,46432
3576,49,Puebla,87,22242
3577,62,Guadalajara,51,48949
3578,38,Puebla,75,23824
3579,63,Guadalajara,55,16898
3580,61,Guadalajara,69,39480
3581,38,Toluca,72,45123
3582,61,Monterrey,64,48353
3583,28,CDMX,55,22759
3584,56,CDMX,77,28068
3585,21,CDMX,84,8669
3586,18,Monterrey,60,19382
3587,45,Puebla,57,20436
3588,41,CDMX,99,23774
3589,52,Puebla,98,41030
3590,30,Monterrey,73,9638
3591,64,Monterrey,70,7866
3592,51,Toluca,98,14251
3593,28,CDMX,85,13948
3594,53,Toluca,56,27878
3595,34,CDMX,54,5187
3596,52,Monterrey,78,37270
3597,35,Monterrey,65,48341
3598,57,Guadalajara,55,25962
3599,39,Guadalajara,63,34911
3600,41,Monterrey,51,24098
3601,36,Monterrey,74,12408
3602,54,Puebla,80,21679
3603,56,Puebla,99,8533
3604,38,Toluca,99,9140
3605,25,Guadalajara,62,41810
3606,45,Guadalajara,67,31618
3607,22,Monterrey,66,25654
3608,34,Monterrey,94,35775
3609,54,Toluca,77,45501
3610,53,Guadalajara,61,19676
3611,36,Puebla,84,11005
3612,44,CDMX,71,10870
3613,51,Toluca,88,8904
3614,28,CDMX,50,16973
3615,62,Puebla,86,7261
3616,64,Puebla,70,22804
3617,29,CDMX,50,28077
3618,38,Toluca,53,29680
3619,28,CDMX,81,21862
3620,56,Toluca,50,26902
3621,45,Toluca,62,44345
3622,22,Monterrey,95,44553
3623,34,Guadalajara,96,13884
3624,37,Guadalajara,66,8038
3625,58,Puebla,61,37961
3626,63,Monterrey,56,36562
3627,29,Guadalajara,52,31065
3628,23,Toluca,99,37084
3629,34,Toluca,75,16801
3630,36,CDMX,80,25957
3631,43,CDMX,85,7580
3632,61,Toluca,75,31544
3633,61,Toluca,52,37454
3634,49,CDMX,93,16277
3635,23,Guadalajara,77,45391
3636,53,Puebla,93,37988
3637,55,CDMX,66,5875
3638,28,Guadalajara,87,16654
3639,50,Guadalajara,96,6196
3640,41,Guadalajara,79,46184
3641,40,Monterrey,51,28398
3642,32,Monterrey,57,19370
3643,44,Guadalajara,63,33517
3644,28,Toluca,86,33859
3645,34,Monterrey,84,6247
3646,31,CDMX,91,29564
3647,44,Monterrey,88,12111
3648,35,Toluca,60,25973
3649,45,Puebla,64,39654
3650,64,Monterrey,51,5310
3651,64,Guadalajara,86,15760
3652,21,Guadalajara,92,22988
3653,24,Guadalajara,81,27043
3654,62,Puebla,89,29944
3655,52,Toluca,62,41314
3656,26,CDMX,92,43119
3657,25,Toluca,66,29401
3658,62,Puebla,64,22381
3659,34,Guadalajara,82,38264
3660,34,Toluca,65,27069
3661,50,CDMX,62,47964
3662,49,Guadalajara,71,6198
3663,25,CDMX,72,48305
3664,36,Monterrey,85,10910
3665,55,CDMX,92,10484
3666,20,Guadalajara,99,5576
3667,22,Monterrey,99,37821
3668,30,Guadalajara,59,49392
3669,64,Guadalajara,66,37996
3670,63,Monterrey,79,30354
3671,48,CDMX,62,35229
3672,33,Puebla,79,17022
3673,49,Puebla,95,5984
3674,39,Puebla,79,17660
3675,46,Puebla,56,30044
3676,39,Toluca,59,23851
3677,60,Puebla,84,47809
3678,20,Monterrey,51,38299
3679,27,Puebla,79,18711
3680,59,Guadalajara,68,16227
3681,38,Puebla,88,13028
3682,33,CDMX,86,21945
3683,29,Monterrey,52,37857
3684,19,Monterrey,74,43503
3685,58,Toluca,83,30982
3686,41,Guadalajara,71,40913
3687,52,Monterrey,87,6292
3688,47,CDMX,63,28880
3689,47,Puebla,88,37538
3690,64,Monterrey,51,12559
3691,52,CDMX,81,41549
3692,36,Puebla,92,40159
3693,25,Toluca,52,26539
3694,43,Monterrey,90,18204
3695,57,Monterrey,57,7252
3696,24,CDMX,75,41659
3697,47,Guadalajara,81,14866
3698,24,Toluca,60,42997
3699,20,Guadalajara,99,29800
3700,18,Monterrey,50,12553
3701,53,Guadalajara,64,37831
3702,42,Puebla,53,6787
3703,54,Toluca,53,49810
3704,18,Guadalajara,77,45837
3705,32,Puebla,59,16726
3706,54,CDMX,60,8915
3707,30,Guadalajara,99,5092
3708,57,Toluca,72,15934
3709,25,Puebla,96,34995
3710,22,Guadalajara,52,37469
3711,26,CDMX,88,6677
3712,18,Guadalajara,88,33242
3713,53,Puebla,66,26892
3714,52,Guadalajara,71,27114
3715,19,Toluca,76,41632
3716,57,Monterrey,65,32057
3717,40,Puebla,65,49916
3718,26,Puebla,89,49031
3719,51,Puebla,52,42355
3720,63,Puebla,96,36532
3721,31,Guadalajara,82,15169
3722,21,Toluca,91,39566
3723,47,CDMX,51,35740
3724,48,Toluca,88,15030
3725,55,Puebla,95,15752
3726,28,Guadalajara,97,12051
3727,52,Guadalajara,76,47623
3728,25,Puebla,64,15589
3729,20,Guadalajara,56,16395
3730,31,Puebla,94,17833
3731,30,Toluca,91,5598
3732,62,Monterrey,58,19367
3733,49,Guadalajara,90,23428
3734,51,Puebla,55,21642
3735,62,Puebla,61,25955
3736,36,Guadalajara,79,45771
3737,55,CDMX,69,15097
3738,33,Puebla,69,18207
3739,19,Guadalajara,95,27560
3740,57,Puebla,76,28426
3741,34,CDMX,69,49592
3742,51,Monterrey,56,5797
3743,59,CDMX,89,48463
3744,33,Toluca,89,10713
3745,55,Guadalajara,79,45079
3746,19,CDMX,57,25404
3747,19,Monterrey,51,10911
3748,43,Puebla,63,8954
3749,30,Guadalajara,59,47587
3750,64,CDMX,99,9312
3751,48,Monterrey,67,35875
3752,51,CDMX,67,46748
3753,56,Toluca,65,23440
3754,20,Guadalajara,54,20828
3755,25,Puebla,80,35898
3756,40,Monterrey,86,44870
3757,31,CDMX,69,20427
3758,44,Guadalajara,72,34641
3759,46,CDMX,81,27169
3760,56,Guadalajara,91,39215
3761,56,Toluca,66,6951
3762,18,CDMX,62,26954
3763,34,Toluca,98,18827
3764,58,Monterrey,99,13965
3765,47,Toluca,62,38096
3766,30,Guadalajara,66,13985
3767,38,Monterrey,64,37641
3768,36,CDMX,75,27897
3769,36,CDMX,93,10973
3770,42,Guadalajara,77,22794
3771,39,Puebla,91,12714
3772,48,Puebla,94,6137
3773,34,CDMX,79,42240
3774,40,Guadalajara,92,41042
3775,49,Puebla,84,8273
3776,27,Toluca,71,27627
3777,27,CDMX,59,37193
3778,53,Toluca,60,20151
3779,25,Guadalajara,87,15155
3780,37,Toluca,82,31741
3781,49,Puebla,55,27948
3782,31,Puebla,86,43130
3783,45,Monterrey,56,9636
3784,63,CDMX,93,43114
3785,41,Guadalajara,61,36649
3786,32,CDMX,56,48706
3787,39,Toluca,51,41976
3788,47,Guadalajara,50,42236
3789,21,Guadalajara,72,7346
3790,30,Puebla,74,18984
3791,40,Toluca,67,6042
3792,25,Puebla,93,18063
3793,35,Puebla,56,25490
3794,29,Monterrey,52,45967
3795,48,Puebla,78,41499
3796,31,CDMX,59,47533
3797,51,Guadalajara,92,12302
3798,35,Puebla,54,26876
3799,51,CDMX,83,21294
3800,28,Toluca,57,7302
3801,58,Guadalajara,63,24017
3802,29,Toluca,89,47311
3803,32,CDMX,55,5361
3804,48,Toluca,50,43261
3805,46,Toluca,82,22171
3806,43,Toluca,89,46226
3807,35,Puebla,60,34327
3808,49,Puebla,99,10092
3809,39,Puebla,73,21937
3810,55,Guadalajara,59,45793
3811,34,CDMX,93,18817
3812,40,Puebla,72,14779
3813,41,Toluca,65,9516
3814,25,Toluca,86,44219
3815,58,Toluca,65,35114
3816,23,Toluca,93,19530
3817,22,Monterrey,80,14310
3818,61,Guadalajara,55,39281
3819,46,CDMX,79,28809
3820,45,CDMX,86,26735
3821,28,Puebla,50,49363
3822,18,Monterrey,91,11749
3823,60,CDMX,74,32637
3824,36,Guadalajara,95,12005
3825,26,Toluca,70,34898
3826,44,Puebla,84,28538
3827,51,Guadalajara,87,42206
3828,61,CDMX,54,26708
3829,21,Monterrey,98,47944
3830,53,Puebla,99,30467
3831,35,CDMX,61,19412
3832,32,Puebla,54,34378
3833,30,CDMX,58,33102
3834,36,Toluca,93,18044
3835,23,Monterrey,58,36309
3836,29,Toluca,84,23239
3837,54,CDMX,50,7435
3838,34,Guadalajara,96,48934
3839,40,Toluca,59,28164
3840,43,Guadalajara,95,40866
3841,46,CDMX,88,8386
3842,50,Monterrey,85,10440
3843,44,Guadalajara,86,47776
3844,42,CDMX,97,11436
3845,27,Guadalajara,84,12403
3846,64,Toluca,66,28242
3847,40,CDMX,62,48464
3848,38,Toluca,55,7939
3849,38,Puebla,86,22222
3850,60,CDMX,97,32277
3851,30,Guadalajara,81,26143
3852,54,Puebla,60,8138
3853,50,Toluca,66,25989
3854,41,Toluca,54,8162
3855,61,Guadalajara,55,7752
3856,28,Puebla,59,30765
3857,34,Monterrey,82,5837
3858,21,Guadalajara,79,33474
3859,64,Toluca,70,17043
3860,42,CDMX,91,40501
3861,47,Puebla,66,49770
3862,26,Monterrey,76,29072
3863,38,CDMX,52,42974
3864,37,Puebla,78,7653
3865,36,Guadalajara,51,27524
3866,36,Guadalajara,78,24733
3867,29,Puebla,98,41078
3868,54,Monterrey,85,42448
3869,59,Puebla,83,23770
3870,34,CDMX,86,42959
3871,54,CDMX,91,42443
3872,56,Guadalajara,50,17804
3873,45,Puebla,75,21210
3874,58,Guadalajara,50,39029
3875,52,Monterrey,53,12633
3876,64,CDMX,88,13312
3877,35,Toluca,63,43300
3878,31,Toluca,95,25229
3879,52,Puebla,67,7884
3880,61,Puebla,83,48577
3881,58,Toluca,50,25522
3882,24,Puebla,71,10623
3883,58,CDMX,65,16460
3884,30,Monterrey,71,15234
3885,35,Monterrey,99,23503
3886,54,Guadalajara,65,29100
3887,30,CDMX,77,21874
3888,53,Puebla,77,34420
3889,48,Puebla,71,40813
3890,19,Guadalajara,55,5382
3891,33,Guadalajara,74,43353
3892,26,Puebla,91,14369
3893,26,Puebla,51,39985
3894,55,CDMX,56,47255
3895,28,Guadalajara,66,28661
3896,39,CDMX,84,5650
3897,50,Puebla,69,45937
3898,53,Toluca,93,26299
3899,62,Toluca,51,31862
3900,40,Puebla,56,36153
3901,62,Guadalajara,81,21312
3902,62,Toluca,98,15943
3903,51,Guadalajara,68,8198
3904,26,Toluca,61,22325
3905,41,Guadalajara,58,13732
3906,25,Toluca,76,10805
3907,24,Guadalajara,63,23913
3908,53,CDMX,51,6202
3909,35,Guadalajara,70,22034
3910,20,CDMX,53,8006
3911,45,CDMX,70,13505
3912,23,Puebla,97,25498
3913,61,CDMX,71,47143
3914,61,Monterrey,98,21505
3915,38,CDMX,51,11603
3916,45,Guadalajara,66,29744
3917,57,CDMX,68,8682
3918,18,Guadalajara,89,18460
3919,53,Guadalajara,73,18559
3920,38,Monterrey,69,33544
3921,60,CDMX,87,11864
3922,52,CDMX,61,28778
3923,30,Toluca,74,19234
3924,27,Toluca,72,33593
3925,61,Puebla,99,49657
3926,64,Guadalajara,83,6729
3927,27,Monterrey,81,49515
3928,63,Toluca,73,27336
3929,30,CDMX,91,39936
3930,54,Puebla,74,17413
3931,55,Monterrey,52,34764
3932,41,CDMX,74,12668
3933,19,CDMX,77,18260
3934,39,Guadalajara,61,16308
3935,34,Guadalajara,75,13896
3936,53,Toluca,97,44408
3937,31,Toluca,93,24283
3938,27,CDMX,57,24591
3939,52,CDMX,54,30282
3940,42,Toluca,60,18919
3941,20,Toluca,91,12674
3942,64,CDMX,84,35699
3943,55,Monterrey,76,35840
3944,34,CDMX,90,23392
3945,29,Monterrey,93,36960
3946,41,Monterrey,87,9721
3947,46,CDMX,68,34197
3948,60,Puebla,97,31173
3949,42,Toluca,81,6066
3950,53,Guadalajara,95,47906
3951,43,CDMX,77,32375
3952,55,Monterrey,85,6918
3953,18,CDMX,67,14457
3954,37,Toluca,59,15726
3955,45,Monterrey,81,19282
3956,33,Guadalajara,67,29815
3957,64,Guadalajara,61,27594
3958,34,Guadalajara,57,12448
3959,57,Puebla,82,6142
3960,45,Monterrey,95,25232
3961,29,Monterrey,87,6415
3962,44,Puebla,63,11374
3963,59,Monterrey,51,31974
3964,64,Puebla,58,38528
3965,47,CDMX,93,8642
3966,58,Toluca,54,22936
3967,51,Guadalajara,83,36914
3968,54,Puebla,68,14347
3969,23,Puebla,56,29932
3970,24,Puebla,88,28593
3971,49,CDMX,91,6328
3972,49,Puebla,66,23760
3973,42,Toluca,75,24625
3974,50,Toluca,95,31567
3975,24,Guadalajara,76,17063
3976,29,CDMX,92,36630
3977,33,Toluca,77,31961
3978,33,Monterrey,69,8140
3979,60,Monterrey,55,22265
3980,53,Monterrey,57,13730
3981,30,Puebla,81,19057
3982,24,Puebla,68,8557
3983,53,Monterrey,81,34114
3984,64,Guadalajara,68,18211
3985,26,Guadalajara,73,23580
3986,49,Puebla,73,23334
3987,28,Monterrey,66,14802
3988,25,Guadalajara,67,27321
3989,50,Puebla,61,40931
3990,40,Monterrey,90,42231
3991,42,CDMX,72,9007
3992,25,Monterrey,97,9675
3993,62,Monterrey,67,19058
3994,39,Toluca,65,42519
3995,21,Toluca,65,11219
3996,57,CDMX,85,20445
3997,20,CDMX,72,13418
3998,46,Monterrey,71,28914
3999,58,Guadalajara,88,34630
4000,46,CDMX,82,45503
4001,51,Monterrey,73,46551
4002,51,Puebla,69,33695
4003,45,Toluca,82,35434
4004,30,Guadalajara,80,19456
4005,32,Monterrey,89,35185
4006,40,Puebla,57,29156
4007,61,Toluca,59,48631
4008,43,Puebla,50,7078
4009,21,Monterrey,70,35350
4010,43,CDMX,74,49910
4011,57,Toluca,81,17073
4012,26,Puebla,95,28778
4013,22,CDMX,95,28397
4014,49,Guadalajara,59,8321
4015,37,Monterrey,97,17337
4016,28,Monterrey,58,11011
4017,32,Toluca,69,44855
4018,49,Puebla,97,14996
4019,45,Guadalajara,69,39498
4020,39,Toluca,89,25046
4021,58,Toluca,56,26494
4022,34,Puebla,60,11618
4023,43,Guadalajara,70,11899
4024,61,Puebla,87,36322
4025,24,Monterrey,96,38797
4026,59,CDMX,68,20128
4027,43,Monterrey,95,38179
4028,42,Monterrey,64,6981
4029,27,Toluca,55,47307
4030,62,Monterrey,59,39073
4031,36,Guadalajara,95,17478
